NOME,MIN,ENSAIOS,ASSISTÊNCIA,PLACAGENS,PLAC. FALHADAS,RECUPERAÇÃO  AL,TURNOVERS,PENALIDADES,OFFLOADS,Q. LINHA,AVANTS,CARRIES,AMARELO,VERMELHO, ,Data,Equipa Casa,Equipa Fora,Resultado,Competição,Época
João C. Lima,80,,,3,,,1,1,,2,,6,,,,10/5/2025,Oeiras RC, Sport Rugby,12-24,CN2,2024/2025
Miguel Marques,55,,1,1,1,,,,1,1,1,5,,,,,,,
10/05 vs OEIRAS,TOTAL,0,1,4,1,0,1,1,1,3,1,11,0,0,,,,,
